"","C.AA.us","C.AAPL.us","C.AIG.us","C.AXP.us","C.BA.us","C.C.us","C.CAT.us","C.DD.us","C.DIS.us","C.GE.us","C.GM.us","C.HD.us","C.HON.us","C.HPQ.us","C.IBM.us","C.INTC.us","C.JNJ.us","C.JPM.us","C.KO.us","C.MCD.us","C.MMM.us","C.MO.us","C.MRK.us","C.MSFT.us","C.PFE.us","C.PG.us","C.UTX.us","C.VZ.us","C.WMT.us","C.XOM.us","C.^DJI"
"2013-09-30",8.12,476.75,48.63,75.52,117.5,48.51,83.4,58.56,64.49,23.89,35.97,75.85,83.04,20.99,185.18,24,86.69,51.69,37.88,96.21,119.41,34.35,47.61,33.28,28.73,75.59,107.82,46.67,73.96,86.04,15129.7
"2013-10-01",8.17,487.96,49.1,75.93,117.75,48.6,83.76,58.69,64.83,24.17,35.91,76.26,83.22,21.31,186.38,24.29,87.47,51.96,37.95,96.13,119.62,34.71,48.74,33.58,28.89,76.16,107.38,46.99,73.59,86,15191.7
"2013-10-02",8.02,489.56,49.22,74.58,117.84,48.71,84.07,58.99,64.88,24.33,35.94,76.32,82.84,21.4,184.96,24.05,87.29,52.09,37.43,95.28,119.2,34.75,48.37,33.92,29.01,75.93,104.98,46.79,73.72,86.08,15133.1
"2013-10-03",7.86,483.41,48.85,74.02,115.24,48.4,83.97,57.76,64.02,24.1,35.29,75.88,81.45,20.92,183.86,24.02,86.58,51.94,37.16,94.67,118.55,34.7,48.36,33.86,28.77,75.84,103.69,47.01,73.16,85.5,14996.5
"2013-10-04",7.96,483.03,49.53,74.31,117.2,49.14,84.2,58.65,65.3,24.05,35.7,75.78,82.24,21.26,184.1,23.98,87.31,52.67,37.2,94.7,119.4,34.65,48.23,33.88,29,76.02,104.27,47.1,72.8,86.32,15072.6
"2013-10-07",7.97,487.75,48.73,72.94,116.69,48.18,83.53,58.11,64.59,23.94,35.18,75.13,82.91,20.93,182.01,23.46,86.59,51.83,37.05,94.36,118.69,34.75,47.89,33.3,28.62,75.65,104.03,47.29,71.87,85.9,14936.2
"2013-10-08",7.94,480.94,47.7,72.22,115.44,47.67,82.85,57.07,64,23.67,34.21,74.27,81.82,20.75,178.72,22.95,85.61,50.87,37.28,93.94,117.16,34.68,47.75,33.01,28.24,76.33,102.76,46.05,72.9,85.51,14776.5
"2013-10-09",8.1,486.59,47.73,72.22,114.47,47.95,83.52,56.94,63.59,23.57,34.16,74.14,81.9,22.6,181.32,22.21,85.96,50.75,37.08,93.27,117.57,34.45,47.27,33.07,28.29,76.95,102.84,46.2,73,85.16,14803
"2013-10-10",8.35,489.64,49.58,74.66,118.9,49.27,84.73,58.29,65.58,24.25,34.85,75.51,85.09,22.32,184.77,22.22,87.78,52.52,37.78,94.44,119.34,35.48,47.49,33.76,28.77,77.89,105.92,46.86,74.79,86.04,15126.1
"2013-10-11",8.32,492.81,50,75.4,117.98,49.22,85.61,57.93,66.21,24.4,35.35,76.32,86.46,22.8,186.16,22.15,89.45,52.51,37.77,94.74,120.72,35.54,47.29,34.13,28.72,78.48,107.01,47.09,74.82,86.95,15237.1
"2013-10-14",8.45,496.04,50.23,76.07,119.46,49.6,86.24,58.36,66.83,24.38,35.33,76.35,85.98,22.9,186.97,21.6,89.8,52.71,37.91,94.72,121.4,35.74,46.75,34.45,29.35,78.74,106.9,46.81,74.68,87.6,15301.3
"2013-10-15",8.38,498.68,50.02,75.25,118.18,48.86,85.75,58.14,66.44,24.19,34.7,75.18,85.14,22.79,184.66,21.47,89.93,52.31,37.66,93.8,119.82,35.33,46.57,34.49,29.16,77.6,105.8,46.32,74.37,86.79,15168
"2013-10-16",8.53,501.11,51.26,76.32,120.34,50.84,86.27,59.06,66.35,24.36,35.13,74.94,85.75,23.28,186.73,21.64,91.11,54,38,95.22,120.94,35.69,47.17,34.64,29.8,78.34,106.43,47.25,75.6,87.31,15373.8
"2013-10-17",8.59,504.5,51.85,80.23,122.29,51.12,85.85,59.64,66.42,24.68,35.66,75.74,86.74,23.39,174.83,22.02,91.97,54.21,38.55,95.47,122.62,35.62,47.11,34.92,30.26,79.42,108.02,48.9,75.78,87.48,15371.7
"2013-10-18",8.63,508.89,52.3,80.52,122.52,51.15,87.34,59.62,67.15,25.55,35.89,74.69,84.58,23.48,173.78,22.43,91.63,54.3,38.78,95.2,122.84,35.86,46.61,34.96,30.51,79.41,107.74,50.01,75.71,87.55,15399.7
"2013-10-21",8.6,521.36,52,80.4,121.47,51.03,87.7,59.46,67.61,26.14,35.5,74.62,84.65,23.55,172.86,22.22,91.2,54.27,38.82,94.59,123.25,36.02,46.51,34.99,30.4,78.97,107.62,50.58,75.15,87.23,15392.2
"2013-10-22",9.36,519.87,52.29,80.87,122.48,50.76,89.17,60.17,69,26.02,35.41,74.86,86.16,24.05,174.97,22.7,92.36,53.62,39.09,95.12,123.8,36.41,46.47,34.58,30.68,80.38,106.13,51.14,76.32,87.98,15467.7
"2013-10-23",9.27,524.96,51.86,80.63,129.02,50.19,83.76,60.22,68.12,25.7,35.05,75.08,86.69,23.76,175.77,22.97,92.1,52.75,39.09,94.21,123.2,36.38,46.56,33.76,30.6,80.91,106.39,50.82,75.9,87.61,15413.3
"2013-10-24",9.25,531.91,51.8,80.9,128.98,50.15,84.53,61.38,69.05,25.94,35.63,76.78,87.28,23.88,177.8,22.56,92.35,52.48,38.8,94.68,123.49,35.96,46.22,33.72,30.61,80.61,107.06,50.42,76.42,88.42,15509.2
"2013-10-25",9.24,525.96,51.85,82.61,131.19,50.06,84.77,61.9,69.26,25.88,35.59,76.25,87.5,24,176.85,22.49,92.09,52.77,39.03,94.78,124.42,36.25,46.54,35.73,30.61,80,107.52,50.71,76.08,87.97,15570.3
"2013-10-28",9.56,529.88,51.43,82.76,129.88,50.15,84.28,61.56,69,26.09,35.8,76.06,87.33,23.86,177.35,21.78,92.39,52.68,39.61,95.37,124.92,36.81,45.35,35.57,30.74,81.3,105.99,50.57,77.14,88.23,15568.9
"2013-10-29",9.54,516.68,52.25,83.66,129.66,50.22,84.07,61.48,68.92,26.21,36.06,77.5,87.46,23.84,182.12,20.96,93.14,52.73,39.8,96.05,125.28,37.43,45.58,35.52,31.25,82.46,106.42,51.09,77.06,88.93,15680.3
"2013-10-30",9.46,524.9,51.97,83.1,129.68,49.89,83.49,61.02,68.47,26.37,37.23,77.88,86.72,24.2,180.15,20.6,92.79,52.6,39.62,96.03,124.79,37.06,45.24,35.54,30.93,81.52,105.95,50.53,76.91,88.81,15618.8
"2013-10-31",9.27,522.7,51.65,81.8,130.5,48.78,83.36,61.2,68.59,26.14,36.95,77.89,86.73,24.37,179.21,20.39,92.61,51.54,39.57,96.52,125.85,37.23,45.09,35.41,30.69,80.75,106.25,50.51,76.75,89.62,15545.8
"2013-11-01",9.27,520.03,48.28,82.16,133.03,48.74,83.59,61.09,69.01,26.54,37.39,76.99,86.91,25.92,179.23,20.45,93.37,52.51,39.61,97.24,125.9,37.33,45.23,35.53,31.17,81.15,107.51,50.49,77.07,89.82,15615.5
"2013-11-04",9.92,526.75,49.08,81.93,132.79,48.63,83.89,60.31,68.81,26.43,37.47,77,86.31,25.77,180.27,19.85,93.03,52.04,39.51,97.31,126.32,37.43,45.72,35.94,31.26,81.33,107.98,51.08,77.33,92.1,15639.1
"2013-11-05",9.78,525.45,48.29,81.9,133.57,48.38,84.05,60.3,68.85,26.42,37.09,76.65,86.34,25.47,177.85,19.63,92.81,51.95,39.5,97.41,126.12,37.54,45.36,36.64,31.24,81.43,107.68,50.1,77.42,91.99,15618.2
"2013-11-06",9.66,520.92,47.59,82.12,133.09,48.62,84.22,60.77,69,26.9,36.59,76.42,86.72,25.61,179.19,19.5,93.04,52.1,40.05,97.9,127.13,37.82,45.96,38.18,30.97,82.81,108.67,50.61,78.16,93.22,15746.9
"2013-11-07",8.95,512.49,47.3,80.92,131.51,48.35,83.65,60.85,67.15,26.6,35.92,75.69,85.46,25.69,180,19.09,92.69,51.65,39.83,97.2,126.41,37.5,45.82,37.5,30.91,82.32,107.27,50.17,77.51,91.96,15594
"2013-11-08",9.06,520.56,48.54,81.78,133.49,49.94,84.24,62,68.58,27.05,36.66,75.48,87.44,25.94,179.99,19.01,94.05,53.96,40.05,97.01,127.99,37.55,46.8,37.78,31.32,82.51,108.55,50.2,77.96,92.73,15761.8
"2013-11-11",9.03,519.05,48.84,81.4,132.53,50.17,84.15,62.09,68.34,27.01,36.68,75.37,87.42,26.35,182.88,19.01,94.29,54.1,39.87,97.09,127.95,37.45,47,37.59,31.24,82.26,108.08,49.96,79.01,92.96,15783.1
"2013-11-12",8.92,520.01,48.19,81.03,132.33,49.52,83.85,62.05,67.77,27.05,36.66,76.18,86.59,26.22,183.07,19.05,93.56,53.97,39.88,97.66,128.36,37.31,47.59,37.36,31.38,82.8,107.45,50.16,78.71,92.67,15750.7
"2013-11-13",8.99,520.63,48.58,81.44,133.17,49.99,84.2,60.94,68.97,27.15,38.44,77.6,87.51,26.49,183.55,19.84,93.34,54.14,40.12,98.11,128.59,37.58,47.34,38.16,31.87,83.5,107.46,49.99,78.9,92.59,15821.6
"2013-11-14",8.98,528.16,49.31,81.89,135.09,50.21,83.76,61.79,70.02,26.99,38.5,78.94,88.67,25.07,182.21,20,93.92,54.4,40.21,97.56,129.79,37.7,47.82,38.02,32,84.32,108.69,50.27,79.08,93.22,15876.2
"2013-11-15",9.03,524.99,49.3,82.8,136.08,50.4,83.74,62.11,70,27.2,38.77,80.03,88.62,25.21,183.19,20.3,94.39,54.87,40.22,96.92,129.85,38,48.07,37.84,32.2,84.84,108.59,50.31,79.22,95.27,15961.7
"2013-11-18",8.95,518.63,48.96,82.34,138.36,50.79,84.04,61.7,69.5,27.22,38.57,79.67,88.68,25,184.47,20.33,94.3,55.74,40.17,97.65,130.13,38.03,48.01,37.2,32.01,84.57,109.13,50.76,79.22,95.45,15976
"2013-11-19",9.13,519.55,48.78,82.46,136.98,51.17,83.67,61.49,69.12,27.03,38.01,80.38,87.86,24.99,185.25,20.08,94.86,56.15,40.14,97.98,130.05,37.83,48.07,36.74,31.66,84.34,109.1,50.78,79.25,95.42,15967
"2013-11-20",9.05,515,48.26,82.25,132.45,50.77,82.68,60.79,69.23,26.96,37.69,79.75,87.22,24.94,185.19,20.13,95.15,56.1,40.06,97.54,129.18,37.61,48.13,37.08,31.92,84.69,108.83,50.4,78.9,94.68,15900.8
"2013-11-21",9.12,521.14,48.92,83.95,132.93,51.73,82.12,61.6,69.94,26.91,38.12,79.83,87.94,25.03,184.13,20.36,95.2,57.22,40.43,97.7,130.35,37.14,48.62,37.4,31.97,84.67,109.77,50.38,78.86,94.69,16010
"2013-11-22",9.24,519.8,49.59,83.85,135.97,52.41,82.88,61.7,70.2,27.08,37.63,79.18,88.8,25.26,181.3,21.32,95.25,57.46,40.43,98.27,131.02,37.27,48.94,37.57,32.12,84.95,110.2,50.22,79.81,95.01,16064.8
"2013-11-25",9.59,523.74,49.8,84.59,133,53.29,84.4,61.58,69.74,26.73,37.55,79.75,88.59,25.32,178.94,20.91,95.63,57.65,40.37,98.92,131.23,37.12,49.66,37.64,32.14,85.41,110.31,50.01,80.43,95.09,16072.5
"2013-11-26",9.65,533.4,49.39,85.09,134.78,53.01,84.36,61.32,71.18,26.78,37.67,80.35,88.53,25.09,177.31,21.07,95.06,57.17,40.25,98.2,132.15,37,49.58,37.35,31.89,84.64,110.94,50.05,80.68,94.27,16072.8
"2013-11-27",9.64,545.96,49.65,85.59,134.72,53.05,84.67,61.54,70.77,26.83,38.85,80.66,88.87,27.36,178.97,21.65,94.98,57.48,40.19,97.06,133.5,37.15,49.83,37.6,31.88,84.28,111.51,49.93,80.93,93.8,16097.3
"2013-11-29",9.61,556.07,49.75,85.8,134.25,52.92,84.6,61.38,70.54,26.66,38.73,80.67,88.51,27.35,179.68,21.63,94.66,57.22,40.19,97.37,133.51,36.98,49.83,38.13,31.73,84.22,110.86,49.62,81.01,93.48,16086.4
"2013-12-02",9.55,551.23,49.71,85.29,134.16,52.62,84.25,61.74,70.91,26.66,39.11,79.77,88.14,27.32,177.48,21.45,94.28,56.98,40.08,96.51,127.68,36.95,50.18,38.45,31.83,83.34,110.31,49.26,81.11,93.52,16008.8
"2013-12-03",9.42,566.32,48.65,84.61,132,52.13,83.87,60.5,69.9,26.56,38.14,78.71,87.07,27.5,176.08,21.47,93.97,56.86,40.35,96.38,126.6,37.17,49.76,38.31,31.22,83.83,109.69,49.6,81.21,94.39,15914.6
"2013-12-04",9.36,565,48.94,84.5,131.5,52.04,83.97,60.26,69.97,26.64,38.71,78.4,86.83,28.13,175.74,21.54,93.63,57.19,40.37,95.71,126.46,37.23,49.31,38.94,31.27,83.35,108.94,49.37,80.22,94.67,15889.8
"2013-12-05",9.35,567.9,48.19,84.54,132.73,51.06,84.41,60.11,70.23,26.45,39.09,78.54,86.86,27.25,176.08,21.54,92.97,55.82,39.83,95.43,126.83,36.96,48.81,38,31.25,82.69,109.05,48.91,79.44,94.13,15821.5
"2013-12-06",9.36,560.02,49.55,85.93,135.18,51.49,85.5,61.34,71.46,26.94,40.17,79.84,88.32,27.7,177.67,21.59,94.44,56.06,40.46,96.8,128.61,37.46,49.39,38.36,31.54,84.52,111.12,49.48,79.94,95.65,16020.2
"2013-12-09",9.48,566.43,49.56,85.75,134.68,52.11,86.09,61.39,71.11,27.19,40.9,79.6,87.87,27.25,177.46,21.66,94.44,56.51,40.4,95.72,128.57,37.69,49.56,38.71,31.58,84.78,111.18,49.57,79.95,95.84,16025.5
"2013-12-10",9.56,565.55,49.3,85.29,133.7,51.74,86.42,61.44,71.57,27.14,40.4,78.61,87.84,27.04,177.12,21.58,94.14,56.7,39.85,95.43,127.55,37.32,49.43,38.11,31.34,83.65,110.98,49.05,79.08,95.71,15973.1
"2013-12-11",9.34,561.36,48.7,83.9,132.56,50.71,85.28,60.29,70.52,26.58,40.16,79,86.45,26.99,175.2,21.9,93.11,56.07,40.13,95.26,126.77,37.67,48.95,37.61,30.65,84.02,108.66,48.49,79.09,94.26,15843.5
"2013-12-12",9.37,560.54,49.42,83.3,132.96,50.91,85.57,59.95,69.63,26.54,40.05,78.53,86.29,26.6,173.37,21.47,91.16,56.31,39.21,94.1,126.58,37.2,48.32,37.22,30.25,82.3,108.09,48.13,78.5,95.36,15739.4
"2013-12-13",9.51,554.43,49.73,83.68,133.83,50.97,86.05,60.24,69.62,26.84,40.04,79.01,86.61,26.77,172.8,21.57,91.35,56.17,39.23,94.44,126.43,37.1,48.38,36.69,30.25,82.37,107.35,47.84,78.08,95.31,15755.4
"2013-12-16",9.57,557.5,50.28,84.52,134.72,50.9,87.38,60.84,70.51,26.98,41.44,79.1,87.37,26.9,177.85,21.42,91.37,56.42,39.27,95.45,127.66,37.24,48.09,36.89,30.25,81.69,108.53,48.26,77.74,97.22,15884.6
"2013-12-17",9.7,554.99,49.36,84.11,135.88,50.69,86.92,61.18,70.66,27.03,41.53,78.62,86.48,27.45,175.76,21.95,90.66,55.72,39.1,94.38,131.39,37.45,47.9,36.52,30.14,80.91,107.62,47.56,77.25,96.75,15875.3
"2013-12-18",9.83,550.77,50.25,85.99,135.49,51.96,88.17,62.19,72.2,27.41,41.27,80.05,88.45,27.51,178.7,22.2,92.64,57.24,40.02,95.93,135.8,38.16,48.9,36.58,30.77,82.38,109.81,48.47,77.94,99.54,16168
"2013-12-19",9.97,544.46,50.36,86.41,135.17,51.88,87.54,62.71,72.97,27.32,40.3,79.95,88.64,28.04,180.22,22.07,91.98,57.23,39.86,95.14,136.41,38.22,48.79,36.25,30.71,81.9,109.5,48.43,77.24,99.43,16179.1
"2013-12-20",9.94,549.02,51.03,87.57,136.67,52.21,88.93,62.55,72.4,27.36,40.99,80.04,89.55,27.79,180.02,21.84,92.09,57.7,40.04,96.51,136.72,38.57,49.32,36.8,30.25,81.84,110.66,48.08,77.43,98.68,16221.1
"2013-12-23",10.13,570.09,51.24,88.31,136.4,52.41,89.96,62.74,73.28,27.4,41.29,80.56,89.72,28.05,182.23,21.75,92.03,58.24,40.16,96.3,136.8,38.14,49.36,36.62,30.35,81.31,110.82,48.58,77.87,98.51,16294.6
"2013-12-24",10.36,567.67,51.28,88.69,136.83,52.43,90.91,63.83,73.85,27.61,40.88,80.64,90.45,28.16,183.22,22.03,92.06,58.25,40.19,96.54,136.99,38.08,49.41,37.08,30.29,81.31,111.47,48.98,78.01,99.22,16357.5
"2013-12-26",10.43,563.9,51,89,138.27,52.35,91.15,64.25,74.62,27.83,41.52,81.55,91.1,28.31,185.35,21.91,92.54,58.2,40.49,96.84,138.29,38.25,49.72,37.44,30.55,81.76,112.69,49.18,78.39,100.9,16479.9
"2013-12-27",10.69,560.09,51.18,89.19,136.9,52.26,90.87,64.25,74.35,27.83,40.94,81.64,91.14,28.19,185.08,21.84,92.35,58.14,40.66,96.91,139.35,38.31,49.79,37.29,30.64,82.01,112.8,49.17,78.47,101.51,16478.4
"2013-12-30",10.53,554.52,51.11,89.59,135.92,51.92,90.87,64.65,76.23,27.89,40.69,81.94,91,28.07,186.41,22.16,92.3,57.95,41.09,97.01,139.42,38.36,49.94,37.29,30.69,82,112.73,49.15,78.63,100.31,16504.3
"2013-12-31",10.63,561.02,51.05,90.73,136.49,52.11,90.81,64.97,76.4,28.03,40.87,82.34,91.37,27.98,187.57,22.54,91.59,58.48,41.31,97.03,140.25,38.39,50.05,37.41,30.63,81.41,113.8,49.14,78.69,101.2,16576.7
"2014-01-02",10.53,553.13,50.71,89.45,136.67,52.27,89.87,63.71,76.27,27.5,40.95,82.02,90.32,27.66,185.53,22.65,91.03,58.21,40.66,96.41,138.13,37.9,49.49,37.16,30.46,80.54,112.49,49,78.91,99.75,16441.3
"2014-01-03",10.57,540.98,50.92,89.74,137.62,53.4,89.82,63.78,76.11,27.48,39.57,81.89,90.52,28.34,186.64,22.42,91.85,58.66,40.46,96.54,138.45,37.72,49.73,36.91,30.52,80.45,112.9,48.42,78.65,99.51,16470
"2014-01-06",10.53,543.93,50.52,89.7,138.41,53.81,88.64,62.96,75.82,27.26,40.4,81.1,90.43,28.29,186,22,92.33,59,40.27,95.85,137.63,37.28,49.74,36.13,30.55,80.64,112.79,48.69,78.21,99.66,16425.1
"2014-01-07",10.54,540.04,51.21,89.36,140.51,54.18,88.93,62.33,76.34,27.29,40.2,81.5,90.8,28.18,189.71,22.35,94.29,58.32,40.39,96.38,137.65,37.28,50.11,36.41,30.74,81.42,113.51,49.3,78.45,101.07,16530.9
"2014-01-08",10.83,543.46,51.81,89.41,140.82,54.81,89.14,63.13,75.22,27.21,40.42,81.93,90.44,27.45,187.97,22.05,94.16,58.87,39.94,95.41,136.63,37.13,49.79,35.76,30.95,80.24,113.65,48.5,77.83,100.74,16462.7
"2014-01-09",10.69,536.52,52.11,88.88,142.13,55.2,89.71,63.94,74.9,27.22,40.49,81.57,90.47,27.61,187.38,22.11,94.73,58.76,39.73,95.46,136.45,37.25,49.52,35.53,30.93,80.42,113.71,47.5,78.09,99.76,16444.8
"2014-01-10",10.11,532.94,52.22,88.55,141.9,54.72,90.51,63.54,75.39,26.96,40.03,82.01,90.16,27.7,187.26,21.99,94.74,58.49,40.13,95.8,136.18,37.26,49.88,36.04,30.69,80.3,113.83,47.75,78.04,100.52,16437.1
"2014-01-13",10.1,535.73,51.46,86.99,140.7,53.72,89.89,62.66,73.27,26.73,39.58,80.97,88.87,28.12,184.16,21.9,94.5,57.7,39.53,94.83,134.68,37.09,53.12,34.98,30.54,80.01,112.8,47.03,77.49,98.55,16257.9
"2014-01-14",10.32,546.39,51.76,87.12,140.01,53.95,90.56,63.55,74.45,26.97,40.02,81.01,89.39,28.85,185.92,21.93,94.72,57.74,39.69,95.22,137.41,36.98,53,35.78,31,80.87,112.63,47.08,77.96,99.12,16373.9
"2014-01-15",10.59,557.36,52.11,88.25,140.62,54.99,92.41,63.73,74.28,27.34,39.38,81.07,89.91,28.84,187.74,21.91,94.8,59.49,39.76,95.46,138.44,36.9,52.52,36.76,31.18,80.79,114.07,48.27,77.66,98.78,16481.9
"2014-01-16",11.04,554.25,51.5,87.78,140.21,52.6,92.01,63.99,74.21,27.2,39,81.26,90.05,29.56,188.76,21.99,94.64,58.99,39.71,96.06,138.16,37.3,52.5,36.89,31.17,80.56,114.22,48.53,76.76,98.94,16417
"2014-01-17",11.36,540.67,50.89,90.97,140.46,52.27,91.44,64.02,73.98,26.58,38.6,81,89.95,29.8,190.09,21.77,95.06,58.11,39.28,94.93,137.31,37.03,51.95,36.38,31.09,79.88,114.21,48.35,76.19,99.16,16458.6
"2014-01-21",12.13,549.07,50.58,90.59,141.67,51.85,90.6,63.73,74.2,26.29,38.34,80.46,90.59,29.9,188.43,21.73,94.03,58.17,39.92,95.08,136.99,37.37,51.83,36.17,31.23,80.18,114.99,47.7,75.84,98.5,16414.4
"2014-01-22",12.22,551.51,50.29,91.13,144.37,51.9,89.64,63.02,75.31,25.99,38.8,80.2,91.09,29.84,182.25,21.66,94.32,57.59,39.9,94.88,136.48,37.5,51.35,35.93,31.27,79.23,116.12,47.33,75.35,97.88,16373.3
"2014-01-23",12.07,556.18,49.21,89.17,141.31,50.72,88.48,61.75,74.79,25.82,38.42,80.24,89.8,29.37,182.73,21.5,92.74,56.47,39.24,95.32,134.71,37.37,51.6,36.06,31.01,78.24,114.84,47.86,74.96,96.97,16197.3
"2014-01-24",11.44,546.07,47.86,86.95,136.65,49.33,86.17,59.97,72.72,24.95,36.83,79.16,88.47,28.49,179.64,21.16,90.61,55.09,38.84,94.43,130.22,37.3,51.98,36.81,30.09,79.18,111.8,47.63,74.42,94.85,15879.1
"2014-01-27",11.64,550.5,47.29,85.72,137.36,48.81,91.29,60.24,72.25,25.07,36.76,78.94,90.29,28.6,177.9,20.4,89.94,55.09,38.73,94.07,128.96,36.83,52.53,36.03,29.66,78.47,113.79,47.69,74.15,94.92,15837.9
"2014-01-28",11.85,506.5,48.46,86.64,137.09,49.6,92.47,59.57,72.88,25.46,36.81,78.54,90.45,29,176.85,20.48,90.1,55.74,38.87,94.18,129.81,36.85,52.87,36.27,30.42,79.11,113.86,47.36,74.67,95.65,15928.6
"2014-01-29",11.99,500.75,47.95,85.55,129.78,48.08,90.62,60.71,71.33,25.29,36.35,76.68,89.74,29.02,176.4,19.73,88.9,55.53,37.9,93.15,130.25,36.43,52.21,36.66,30.11,77.64,113.27,47.69,74.1,95.11,15738.8
"2014-01-30",11.95,499.78,48.88,86.62,126.53,48.3,93.2,61.54,73.22,25.5,36.84,76.93,91.7,29.25,177.36,19.55,89.5,56,38.17,93.8,128.05,35.35,53.51,36.86,30.82,76.87,114.68,47.63,74.75,93.99,15848.6
"2014-01-31",11.51,500.6,47.96,85.02,125.26,47.43,93.91,61.01,72.61,25.13,36.08,76.85,91.23,29,176.68,19.98,88.47,55.36,37.82,94.17,128.19,35.22,52.97,37.84,30.4,76.62,114.02,48.02,74.68,92.16,15698.8
"2014-02-03",11.23,501.53,46.88,82.86,123.08,46.34,92.42,59.99,69.99,24.35,35.25,75.09,88.75,28.04,172.9,19.48,86.78,54.31,37.2,93.02,123.9,34.11,52.08,36.48,30.6,75.7,110.16,46.41,72.66,90.05,15372.8
"2014-02-04",11.45,508.79,47.62,84,122.04,46.78,92.5,61.61,71.05,24.57,35.82,74.97,89.76,28.33,172.84,19.46,86.62,54.95,37.48,93.09,126.72,34.43,53.51,36.35,31.44,76.09,109.1,46.82,72.73,90.02,15445.2
"2014-02-05",11.04,512.59,47.64,83.72,121.4,47.06,91.96,61.9,71.76,24.52,35.24,75.26,89.59,28.01,174.24,19.62,87.28,55.21,37.61,93.58,127.36,34,53.53,35.82,30.65,76.45,107.91,46.69,72.87,89.58,15440.2
"2014-02-06",11.05,512.51,47.72,85.69,122.67,48.25,93.83,62.96,75.56,24.95,35.23,76.16,91.14,28.49,174.67,21.04,88.75,56.48,38.03,94.94,128.9,34.71,53.77,36.18,30.84,76.9,109.45,46.68,72.82,89.8,15628.5
"2014-02-07",11.19,519.68,49.01,87,127.02,49.34,94.87,63.45,75.67,25.19,36.11,76.45,93.16,29.07,177.25,21.3,90.04,56.62,37.95,95.92,130.33,35.3,54.77,36.56,31.22,77.31,110.73,46.81,73.75,90.58,15794.1
"2014-02-10",11.06,528.99,48.88,88.34,127.16,49.32,94.5,63.45,77.06,25.05,34.9,76.41,92.85,28.81,177.14,21.31,91.07,56.74,38.57,94.86,129.7,35.19,54.89,36.8,31.47,78.03,111.6,46.91,73.76,89.52,15801.8
"2014-02-11",11.33,535.96,49,88.58,130.16,49.66,94.96,64.29,77.79,25.43,35.25,76.7,94.16,29.36,179.7,21.37,92.97,57.43,38.64,95.34,130.98,35.14,55.7,37.17,31.88,78.84,112.96,47.21,74.8,90.84,15994.8
"2014-02-12",11.27,535.92,49.04,89.02,128.13,49.96,96.17,63.51,77.91,25.39,35.56,77.28,94.29,29.42,180.24,21.78,92.42,57.52,38.51,94.89,130.44,34.93,55,37.47,31.61,77.49,112.78,47.37,74.96,91.08,15963.9
"2014-02-13",11.4,544.43,49.59,88.9,129.5,49.86,96.11,63.98,77.9,25.44,35.2,77.59,94.53,29.83,181.84,21.89,92.56,58.03,38.65,95.46,130.14,35.28,55.1,37.61,31.7,77.8,113.3,47.31,75.36,91.43,16027.6
"2014-02-14",11.37,543.99,48.98,89,130.16,49.52,96.55,64.5,79.23,25.74,35.95,77.93,94.61,30.02,183.69,21.97,92.76,58.15,38.93,95.78,132.12,35.57,55.44,37.62,31.94,79.4,113.87,46.51,75.79,94.11,16154.4
"2014-02-18",11.4,545.99,50.17,89.02,130.63,49.38,96.56,64.71,79.58,25.65,36.31,77.57,94.35,29.58,183.19,21.91,92.17,58.49,37.47,96.02,131.8,35.46,55.69,37.42,31.88,77.97,113.74,45.98,75.33,94.07,16130.4
"2014-02-19",11.76,537.37,49.25,88.84,128.39,48.19,96.21,64.26,78.87,25.4,36.03,76.45,92.95,29.45,182.95,22.26,91.64,57.26,37.1,95.55,130.56,35.16,55.04,37.51,31.48,78.14,114.04,46.53,74.85,93.95,16040.6
"2014-02-20",11.78,531.15,49.22,89.01,129.56,48.13,96.92,65.35,79.19,25.12,36.51,77.48,93.56,30.19,184.26,21.26,92.38,57.58,37.3,95.75,131.56,35.53,55.81,37.75,31.55,77.92,115.05,48.12,73.52,95.37,16133.2
"2014-02-21",11.73,525.25,48.98,88.75,128.28,48.26,97.5,64.87,80.13,24.94,36.69,77.74,93.93,29.79,182.79,20.65,91.52,57.61,37.18,96.45,131.57,35.37,56.03,37.98,31.46,77.97,115.38,47.27,73.12,95.03,16103.3
"2014-02-24",11.77,527.55,49.45,89.92,129.59,48.98,97.32,64.58,80.73,25.29,36.55,77.87,93.76,29.92,183.45,20.14,91.11,58.03,37.5,96.5,132.2,35.38,56.18,37.69,31.99,77.86,116.49,46.23,73.35,96.44,16207.1
"2014-02-25",11.62,522.06,49.01,89.91,126.78,48.4,96.41,64.92,80.21,25.27,36.1,80.98,93.87,29.88,183.23,19.74,91.11,57.03,37.77,96.62,132.93,35.57,55.91,37.54,31.89,78.12,115.89,46.29,73.35,96.31,16179.7
"2014-02-26",12.05,517.35,48.72,89.73,126.61,48.32,97.2,65.51,80.08,25.3,36.83,81.7,93.86,29.9,184.06,20.07,91.11,56.75,37.87,95.89,132.86,35.44,56.27,37.47,31.99,77.86,116.11,46.35,74.78,95.79,16198.4
"2014-02-27",12.03,527.67,49.31,90.29,128.56,48.69,96.7,66,80.48,25.5,36.77,81.97,94.37,29.75,185.27,19.94,91.36,56.69,38.07,95.08,134.34,35.87,56.66,37.86,32.23,78.19,116.61,47.5,74.56,95.84,16272.7
