"","AEX","AORD","ATX","BFX","BVSP","FCHI","FTSE","FTSEMIBMI","GDAT","GDAXI","GSPC","GSPTSE","HSI","JKSE","KLSE","KS11","MERV","MXX","N225","OMX","SSEC","SSMI","STI","TWII"
"2001-01-05",-0.00497342993023242,0.00197680435030279,0.0176353185164997,-0.000441187518665842,-0.0160196866996891,-0.0100173919832311,0.00201878340842576,0.00278457200435867,-0.0290431162379789,0.000904473420259677,-0.0265928378817248,-0.0244955666609155,0.0138569221027431,0.0217061403894707,0.00945998293043182,0.0400976667668189,0.00980919945378034,-0.0207162148117153,0.012781441477216,0.00605373469304116,0.00372169593110616,-0.0162960318007457,0.0277614928492742,0.0305631730586722
"2001-01-09",-0.00430301799728738,-0.0159565601265044,-0.00523110381966063,-0.00414988766293689,0.0339096767696283,-0.0166063418136435,-0.0179067470065046,-0.00393341800952562,-0.0380748050523518,0.00347388417588412,0.0018852884228524,-0.0136948987999226,0.00342375604507161,-0.00850509070126915,0.00648462188745214,0.0154943990276415,0.05933603383827,-0.00250134797743762,-0.018713659298859,-0.027933165350273,-0.0114353122635418,-0.00351247283395928,-0.0034238879497428,0.0151039182905244
"2001-01-10",-0.00403610412736377,-0.0015374897756697,0.00486163831511899,-0.00697851848555242,-0.00336333109496856,-0.00173902013263572,-0.00464278015402364,0.00281116215771249,-0.000613538554308235,-0.0132737380122485,0.00954072787732141,0.00335412190524131,-0.0041892361041036,0.005393921618289,0.00775295011982546,-0.0506047420041957,0.0040531010017224,-0.016128922502574,-0.0131539316029237,-0.00944521608801896,0.0115834878905234,-0.0123408527302225,0.000934534021638456,0.0112199881455446
"2001-01-11",0.0106171357780331,-0.00380692249369474,-0.00141440936833348,0.00298867292692773,0.0061868623825756,0.00870543040207572,0.00903511762621001,0.0152295456595795,0.0674537097394534,0.0227052320635917,0.0102648357824027,0.0235100145379867,-0.0226055739790301,-0.0172440552489741,-0.00593108352319049,0.00174591175820904,0.0142373248984606,0.0257733944723952,-0.0173904290649105,0.0227097540743966,-0.0030502963480048,0.00219857436573001,-0.028259796800719,-0.0125005192241456
"2001-01-12",0.00408733572559328,0.00509361139003062,0.0115886592065761,0.000662176642720169,-0.0102734563608635,0.0228073845215118,0.00824083657921726,0.0145016265018665,0.000676126425172896,0.00383163181113311,-0.00625237600511319,-0.0101588605559613,0.0134701645108901,-0.00737646082843302,0.00462106560009623,0.0453777510919391,-0.00397571372644201,-3.3470260216717e-05,0.0110491891093059,0.0152841095576557,-0.00681556807170836,-0.00370094982224245,0.00250332663118868,-0.00557314632999351
"2001-01-16",-0.0126289814543457,-0.00134947968848742,0.00360554906534283,-0.0097528742831221,-0.00768524231783907,-0.0125337723590775,-0.0134219564900935,-0.0105236495618328,-0.05615979778654,0.00197959446790286,0.00612430069078673,0.00316139737564036,0.00441837818887336,0.0187833636676462,0.000574226006878398,0.0261076169973746,0.00718065529706102,0.00602375470599981,0.01757867092652,-0.0134493507770843,-0.0283638849427135,0.00328196153694194,-0.00198127517139213,0.058829912811369
"2001-01-17",0.0164194833139035,0.00441815408654733,0.00401906631543181,0.00520909814024417,0.0277205765788242,0.0210247221233679,0.0185825536070681,0.0262496529181853,0.0226858973090014,0.0228782640919896,0.00212335893319704,0.0153662803139891,-0.00663977280168915,-0.00102194153428936,0.000529892427766576,-0.012658023501257,0.0146589845201381,0.0125158035374184,0.00610448421313059,0.0387179807393716,-0.00554005067365981,0.0124570377582707,-0.00462438877507143,0.0187202672010027
"2001-01-18",-0.0128962968122703,0.0106051775401976,-0.0078806029071945,-0.00374503153637828,0.0190141704455939,-0.0040751382363613,0.00201494352947584,-0.00234991435837983,-0.00666174510104689,-0.0026518085882028,0.0138193907766242,0.00221607290399817,0.0173611070780488,0.00404325885003587,0.0062629317677203,0.0137015360892301,0.0265739805385978,0.0189126572659202,0.0149805583465241,0.00893182233924072,0.00418178190395935,-0.00458863443094337,-0.0103248744596778,0.0134209103613827
"2001-02-06",-0.00315926084384799,0.0134589201816748,0.0391749165969753,0.0176096836000026,-0.0297751374946742,-0.00133362686361593,0.0133566726667098,-0.0201432633925567,-0.00927101281083687,0.00859348423500883,0.00317753868359993,0.0442148644084241,0.0244583372817218,0.0779777181273111,0.0690455299645301,-0.0293478659395019,-0.0222549277794721,0.040000949633324,-0.0445162980206835,-0.0289099020280457,-0.0236712463875905,0.0157270688461022,0.0313842735914065,0.000196615530786204
"2001-02-07",-0.011328674856844,-0.00412901438348712,0.0173684279240849,-0.00109697021044752,-0.0115321068674064,-0.0172713234272699,-0.0108155324918648,-0.0138355548993498,-0.00771749965718982,-0.017189982074397,-0.00844369043478288,-0.0177672423624173,0.00852432838656014,-0.0129176646846618,-0.00507559293071136,-0.0178716192743016,-0.0174488106223141,-0.0151204875711404,0.00722038462609831,-0.0172103579157286,-0.0077358845715958,-0.00482429559859554,-0.00263210599268415,-0.0269417366787899
"2001-02-08",0.00325896197017794,0.00458674313457763,0.00671087173260254,-0.00426669528534518,0.0253133468751248,0.00369956412427008,-0.00315322202385104,0.00101943893354139,0.0087219564240506,0.00875476304590705,-0.00625417114573956,-0.00624642251137608,-0.00876565612952795,-0.00803748716309638,-0.0127402306883582,0.0263425605587591,0.0116990254669833,-0.0030564480052071,-0.0171885632643178,-0.0110042375910133,-0.0254745471264242,-0.0105752633233198,0.0202249152296057,0.0113551686471176
"2001-02-09",-0.00693000858650539,-0.00504657667603148,-0.00840656304284693,-0.00175314429558249,-0.00610804377106788,-0.010639323145984,-0.00675814079111348,-0.0147905463022333,0.00385319170700704,-0.0212801562972391,-0.0134252655657425,-0.0136490133130902,-0.00227294443362958,-0.0296145690149707,0.00683891557701077,0.00657092954694516,-0.0106280441911331,0.00208123236211044,0.0214306579230925,-0.0316099338015823,0.0138058725441903,-0.00235826139022777,-0.00453520933691021,0.00885859827980973
"2001-02-13",0.00638763528408504,0.00775810305365354,0.0109448590320467,0.00486193425822989,-0.00245370223007946,0.00465794476303749,0.0103609790092314,0.0118684663009638,0.00831624566404088,0.00932375226255822,0.00306812229733833,-0.0017318731097582,-0.00192713806647404,-0.00407922953818218,-0.007853474277149,0.00554333929431738,-0.00720185157310471,0.0027011460346813,-0.0110970117150853,0.0067506168031386,0.00334548786507494,-0.00233856136850008,0.0077836946113754,0.0367777059240222
"2001-02-14",-0.00860643475244505,0.00246147598261182,-0.00785849718325426,0.000448011865001874,0.00140285269674933,-0.016656388184245,-0.00843230615336488,-0.0142214639276919,0.00472572085090306,-0.0119745647267884,-0.00218619515197904,-0.0034278397222387,0.0011166210687712,-0.00696507832025439,-0.00641712628767266,0.00839842923246348,-0.0118905212015186,-0.000193371652345675,0.000704805154326138,-0.0325499426055051,-0.000167061741326968,-0.0112506470078877,-0.0114745602894972,-0.0234686488147933
"2001-02-15",0.00563383194247091,-0.00688295636467195,0.0115513634765714,0.00164778957690714,-0.0107467928046123,0.0106267775000877,0.00350728199609485,0.0076738422925775,-0.00201990043988864,0.0171062523508994,0.0080907306226834,0.00624202818817921,-0.00658195727712574,0.0394034632417783,-0.00450246717303049,-0.000331293787263931,-0.00167848087949363,0.00550363240791363,0.00325650181147985,0.0324423689296571,-0.00855366854500428,0.00670958700551516,0.00479499247592141,0.036121588006381
"2001-02-16",-0.0110891618225768,-0.00155975532418218,0.00921530341612264,-0.00566420463565365,-0.0408539762955655,-0.0193640027429645,-0.0178416446033314,-0.0217420418116969,0.00514456778029171,-0.0233931284992774,-0.0190862870462887,-0.0661627282384512,-0.00803278499676452,-0.0186729334929119,0.00467038629477212,0.00213475404856478,-0.0223905267063387,-0.00418370651388145,-0.0114629865110523,-0.0318969859866245,-0.00232227502742699,-0.013877009138632,-0.00202172792239264,-0.00964134959857255
"2001-02-20",-0.010902592629396,-0.00500163629789618,0.0224297091790664,-0.00286930277354891,-0.0216359076876991,-0.00832563848568135,-0.0179315579649728,-0.0140993120702433,0.0153318130972959,0.00190989441850853,-0.0175089540802036,-0.01882207548819,-0.00660829856041723,0.00370077575740613,-0.0018767299430813,0.00629504095012567,-0.027615755421853,-0.0193635574066011,0.00551549460913137,-0.00321598966513914,0.00577845158175627,-0.006699863903048,0.0023152516875955,-0.012379309428562
"2001-02-21",-0.0127612608745178,0.00316345685813957,-0.00456544975457618,-0.00465498570497225,-0.0201244690383113,-0.0134936951676643,-0.00128846635687729,-0.00807711670314859,-0.024537862005019,-0.0161852205349202,-0.0186808588950056,-0.0215870189583001,-0.0113898265310954,0.014245041364549,-0.00252658252635651,-0.0236200045205157,-0.0431527177915445,-0.0389618989491929,-0.0112554547432193,-0.00631025907186622,-0.0227279516365968,-0.00892938717074721,-0.00757367537123788,-0.00357850070456678
"2001-02-22",-0.0153970465003415,-0.00639865859580802,0.000473210051530337,-0.0074494686084714,0.0200616174622876,-0.00400667458416848,0.00512717853179545,-0.00920240601661071,-0.00456575914518886,-0.0110883613980768,-0.00195373755531847,0.00895393830147739,-0.0166091750616193,-0.00655244182489767,0.00275082278725947,-0.0188810743039927,0.0210371575019872,0.00383602727474219,-0.00204174421423176,-0.0184773216630951,-0.00108266401927359,0.00204058942749974,-0.00850013113345938,-0.0326136893685369
"2001-02-23",-0.0151421590517735,0.00033937177557597,-0.00640369012289188,-0.00141797629410512,0.0154674407078215,-0.0240635811833183,-0.00994415090701217,-0.0168810800781838,-0.00405566203299657,-0.0328119737664725,-0.00557092480229926,-0.0129316683840823,0.011976753914988,0.00369086018964371,-0.0010096057693012,0.000188609429848441,0.00152156922761826,-0.00533189825928027,0.0131190212641688,-0.0220894412989621,0.0151350021544552,-0.00596335935032322,0.00115122794356193,-0.00559115965790369
"2001-03-02",0.00847267991426204,0.0118990762007254,-0.00379999620269444,0.00636347514385172,0.0258421784617191,-0.00582585195234486,-0.01442118396273,-0.0216446597740241,-0.00304782275630089,0.0136797481661795,-0.00941921676377877,-0.00273139520139942,-0.0899248334714038,-0.0289552437667489,-0.0136883018218024,-0.0421424743645007,-0.0255177743990673,0.0221983352469586,-0.0772068973112852,0.0329538374915428,0.024872148305513,-0.00973545161750167,-0.0205606450242461,-0.0405151817961826
"2001-03-07",0.0135791061564694,0.00789509760737594,0.0224057832943609,0.00440205307938957,-0.0112810512226247,0.035595326283568,0.0241487078231888,0.0248988116857021,0.00612734041876806,0.0235268155053792,0.0222037832758168,0.0361686775701973,0.0149897802142505,0.010325976511246,-0.00202173166514719,0.0163112843743987,0.0651426960851955,0.0317692799559275,0.0369925783533667,0.0357452926307964,0.00305110935665898,0.00947250823443824,0.00183343076640607,0.0492425398543457
"2001-03-08",-0.00494252117576455,-0.0050943312837699,-0.00396022659992123,-0.00573215765563884,-0.0102998887392118,-0.00824370484523484,0.000233301125589946,0.000124948458923413,0.0316406931690185,-0.00613713816284189,0.00225595057690331,-0.00897802667230074,0.00222571059303256,-0.00585610337797249,-0.00748183620420306,0.0185384317976967,-0.00313630640444007,0.00468785710291364,-0.00577985212705912,-0.019889251464198,0.00487116914957131,-0.00466562823282146,-0.00291932980923892,-0.0115093541306681
"2001-03-09",-0.000840138483058084,-0.00380732390320837,-0.00674880929931732,0.000761250857238771,-0.00642969757579692,-0.0129115269180122,-0.0144124620483872,-0.0187152355129996,-0.0019859462683538,-0.0100454258594702,-0.0250757250942897,-0.0112571070016614,-0.00102809091808176,-0.0330853791706049,-0.001667011488931,-0.0236160254581472,-0.000481729359619543,-0.0142671277734614,-0.00179276626059277,-0.0183551297347675,0.00536317744078918,-0.00455471799610585,-0.00360201048215192,-0.00537068011569275
"2001-03-12",-0.0202065233277313,-0.00339305293910286,-0.000356508159791602,-0.00930938521621805,-0.0376663799825696,-0.0238418187119169,-0.0154637537928224,-0.0284844502164479,-0.0032378993907578,-0.0257724036627938,-0.0441407831410325,-0.0255463602338519,-0.0298637792469929,-0.0431660194381918,-0.00920426233605109,-0.0372924661265248,-0.0238957634096169,-0.0502936696135752,-0.036822200542689,-0.0720063896551251,0.000443300704151106,-0.0181589567989207,-0.0258701255715525,-0.0173598224735425
"2001-03-13",-0.00977329876741528,-0.0167978220728919,-0.00245721612944827,-0.0145561256634092,0.0036643029011465,-0.0106489350939185,-0.0183252674178895,0.000130970623475335,-0.00867465814604351,-0.013927524517344,0.0147196301417649,0.00367534244966805,-0.0208069152580119,-0.0273620992440984,-0.00912863593713009,-0.0318381025751737,-0.00451637646521608,0.00478115712467542,-0.0293188347314501,-0.00128447902145812,-0.00690711309496717,-0.00259799706708641,-0.0284408959084637,0.00495485816998453
"2001-03-14",-0.0153954044337627,-0.000124533509783475,-0.014036832064078,-0.0175291666612472,-0.0219931664599606,-0.0138553086186466,-0.0166924995456252,-0.00976490578662492,-0.0532788259541395,-0.0287183701242348,-0.0261818928901087,-0.0193582383274808,-0.0120931397969724,0.00848151451268198,-0.000439555737889563,0.028585485202143,-0.0313538396655799,-0.0301756791188446,0.0020191323418608,-0.0285131557264808,0.0099156553440336,-0.0212108072931887,-0.00322544850733575,0.00848558011351486
"2001-03-15",0.00184524108606432,-0.0070632222721656,-0.00692741812695274,-0.011112535403182,-0.0121429592105073,0.0120781005481359,0.018177228892073,0.00777229874574026,0.0234036349142794,0.0164039113643586,0.00585412580995914,0.00207296248256483,0.0129183846039691,-0.00600470327119851,-0.00952750488901355,-0.00267256370617197,0.00439420360269249,-0.00364103143456518,0.0257752911085039,0.0221216529786199,0.00197217143820438,0.00748672010307239,0.000925768461577547,0.0148289082122517
"2001-03-16",-0.0285848021279635,0.00272498673044907,-0.0184087031232067,-0.0249064629721847,0.0116180592575059,-0.0141778462341726,-0.0294743953917092,-0.0175800773393124,-0.00327712060249397,-0.026748681974917,-0.0198191833988597,-0.00910420876472884,0.00132242882965095,-0.0165450055230787,-0.00571269556347254,-0.00584922352545014,-0.0192053416743203,0.01471328140404,0.00657355058704923,-0.0303870143325886,-0.00116996570481476,-0.0232629893226619,-0.0121932840734766,0.00714692376228321
