"","AEX","AORD","ATX","BFX","BVSP","FCHI","FTSEMIBMI","GDAXI","GSPC","GSPTSE","HSI","JKSE","KLSE","KS11","MERV","MXX","N225","SSEC","SSMI","TWII"
"2001-01-05",-0.497342993023242,0.197680435030279,1.76353185164997,-0.0441187518665842,-1.60196866996891,-1.00173919832311,0.278457200435867,0.0904473420259677,-2.65928378817248,-2.44955666609155,1.38569221701879,2.17061403894707,0.945998293043182,4.00976667668189,0.980919945378034,-2.07162148117153,1.27814416251475,0.372169593110616,-1.62960318007457,3.05631730586722
"2001-01-09",-0.430301799728738,-1.59565601265044,-0.523110381966063,-0.414988766293689,3.39096767696283,-1.66063418136435,-0.393341800952562,0.347388417588412,0.18852884228524,-1.36948987999226,0.342375591648825,-0.850509070126915,0.648462188745214,1.54943990276415,5.933603383827,-0.250134797743762,-1.87136588607473,-1.14353122635418,-0.351247283395928,1.51039182905244
"2001-01-10",-0.403610412736377,-0.15374897756697,0.486163831511899,-0.697851848555242,-0.336333109496856,-0.173902013263572,0.281116215771249,-1.32737380122485,0.954072787732141,0.335412190524131,-0.418923578126495,0.5393921618289,0.775295011982546,-5.06047420041957,0.40531010017224,-1.6128922502574,-1.31539319712601,1.15834878905234,-1.23408527302225,1.12199881455446
"2001-01-11",1.06171357780331,-0.380692249369474,-0.141440936833348,0.298867292692773,0.61868623825756,0.870543040207572,1.52295456595795,2.27052320635917,1.02648357824027,2.35100145379867,-2.26055741100808,-1.72440552489741,-0.593108352319049,0.174591175820904,1.42373248984606,2.57733944723952,-1.73904291419671,-0.30502963480048,0.219857436573001,-1.25005192241456
"2001-01-12",0.408733572559328,0.509361139003062,1.15886592065761,0.0662176642720169,-1.02734563608635,2.28073845215118,1.45016265018665,0.383163181113311,-0.625237600511319,-1.01588605559613,1.34701644463959,-0.737646082843302,0.462106560009623,4.53777510919391,-0.397571372644201,-0.0033470260216717,1.10491889611328,-0.681556807170836,-0.370094982224245,-0.557314632999351
"2001-01-16",-1.26289814543457,-0.134947968848742,0.360554906534283,-0.97528742831221,-0.768524231783907,-1.25337723590775,-1.05236495618328,0.197959446790286,0.612430069078673,0.316139737564036,0.44183782545435,1.87833636676462,0.0574226006878398,2.61076169973746,0.718065529706102,0.602375470599981,1.75786715942632,-2.83638849427135,0.328196153694194,5.8829912811369
"2001-01-17",1.64194833139035,0.441815408654733,0.401906631543181,0.520909814024417,2.77205765788242,2.10247221233679,2.62496529181853,2.28782640919896,0.212335893319704,1.53662803139891,-0.663977267107541,-0.102194153428936,0.0529892427766576,-1.2658023501257,1.46589845201381,1.25158035374184,0.610448362556504,-0.554005067365981,1.24570377582707,1.87202672010027
"2001-01-18",-1.28962968122703,1.06051775401976,-0.78806029071945,-0.374503153637828,1.90141704455939,-0.40751382363613,-0.234991435837983,-0.26518085882028,1.38193907766242,0.221607290399817,1.73611070125244,0.404325885003587,0.62629317677203,1.37015360892301,2.65739805385978,1.89126572659202,1.49805584218647,0.418178190395935,-0.458863443094337,1.34209103613827
"2001-02-06",-0.315926084384799,1.34589201816748,3.91749165969753,1.76096836000026,-2.97751374946742,-0.133362686361593,-2.01432633925567,0.859348423500883,0.317753868359993,4.42148644084241,2.44583370303584,7.79777181273111,6.90455299645301,-2.93478659395019,-2.22549277794721,4.0000949633324,-4.45162978011666,-2.36712463875905,1.57270688461022,0.0196615530786204
"2001-02-07",-1.1328674856844,-0.412901438348712,1.73684279240849,-0.109697021044752,-1.15321068674064,-1.72713234272699,-1.38355548993498,-1.7189982074397,-0.844369043478288,-1.77672423624173,0.852432882484599,-1.29176646846618,-0.507559293071136,-1.78716192743016,-1.74488106223141,-1.51204875711404,0.722038485000454,-0.77358845715958,-0.482429559859554,-2.69417366787899
